STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/26/1973,,60,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/27/1973,,59,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/28/1973,,75,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/29/1973,,83,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/30/1973,,82,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",5/31/1973,,78,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/1/1973,,80,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/2/1973,,78,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/3/1973,,69,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/4/1973,,88,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/5/1973,,88,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/6/1973,,84,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/7/1973,,85,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/8/1973,,90,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/9/1973,,92,74
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/10/1973,,92,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/11/1973,,95,73
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/12/1973,,95,74
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/13/1973,,85,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/14/1973,,83,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/15/1973,,82,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/16/1973,,79,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/17/1973,,74,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/18/1973,,67,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/19/1973,,75,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/20/1973,,84,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/21/1973,,79,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/22/1973,,78,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/23/1973,,79,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/24/1973,,75,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/25/1973,,77,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/26/1973,,80,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/27/1973,,79,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/28/1973,,82,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/29/1973,,78,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",6/30/1973,,83,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/1/1973,,86,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/2/1973,,86,73
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/3/1973,,83,73
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/4/1973,,88,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/5/1973,,88,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/6/1973,,85,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/7/1973,,90,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/8/1973,,94,74
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/9/1973,,95,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/10/1973,,92,79
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/11/1973,,85,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/12/1973,,78,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/13/1973,,82,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/14/1973,,93,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/15/1973,,82,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/16/1973,,85,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/17/1973,,84,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/18/1973,,87,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/19/1973,,90,68
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/20/1973,,90,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/21/1973,,76,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/22/1973,,85,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/23/1973,,87,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/24/1973,,88,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/25/1973,,87,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/26/1973,,86,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/27/1973,,92,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/28/1973,,92,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/29/1973,,88,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/30/1973,,86,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",7/31/1973,,86,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/1/1973,,81,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/2/1973,,82,74
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/3/1973,,87,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/4/1973,,90,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/5/1973,,89,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/6/1973,,89,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/7/1973,,91,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/8/1973,,91,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/9/1973,,93,74
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/10/1973,,97,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/11/1973,,89,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/12/1973,,91,73
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/13/1973,,86,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/14/1973,,85,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/15/1973,,83,72
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/16/1973,,79,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/17/1973,,82,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/18/1973,,78,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/19/1973,,82,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/20/1973,,81,71
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/21/1973,,79,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/22/1973,,78,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/23/1973,,79,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/24/1973,,82,65
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/25/1973,,84,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/26/1973,,90,70
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/27/1973,,90,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/28/1973,,100,79
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/29/1973,,96,79
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/30/1973,,98,79
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",8/31/1973,,97,78
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/1/1973,,95,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/2/1973,,95,77
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/3/1973,,94,79
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/4/1973,,95,75
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/5/1973,,92,76
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/6/1973,,87,74
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/7/1973,,83,66
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/8/1973,,81,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/9/1973,,78,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/10/1973,,77,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/11/1973,,85,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/12/1973,,79,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/13/1973,,80,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/14/1973,,74,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/15/1973,,74,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/16/1973,,81,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/17/1973,,68,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/18/1973,,78,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/19/1973,,71,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/20/1973,,74,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/21/1973,,66,50
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/22/1973,,76,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/23/1973,,84,69
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/24/1973,,72,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/25/1973,,64,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/26/1973,,71,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/27/1973,,80,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/28/1973,,79,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/29/1973,,78,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/30/1973,,72,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/1/1973,,71,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/2/1973,,75,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/3/1973,,80,67
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/4/1973,,82,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/5/1973,,82,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/6/1973,,73,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/7/1973,,68,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/8/1973,,73,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/9/1973,,70,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/10/1973,,77,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/11/1973,,64,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/12/1973,,72,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/13/1973,,75,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/14/1973,,73,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/15/1973,,75,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/16/1973,,65,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/17/1973,,59,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/18/1973,,59,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/19/1973,,59,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/20/1973,,65,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/21/1973,,63,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/22/1973,,70,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/23/1973,,69,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/24/1973,,77,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/25/1973,,69,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/26/1973,,78,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/27/1973,,68,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/28/1973,,58,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/29/1973,,63,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/30/1973,,63,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/31/1973,,64,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/1/1973,,61,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/2/1973,,70,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/3/1973,,61,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/4/1973,,52,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/5/1973,,50,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/6/1973,,44,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/7/1973,,49,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/8/1973,,53,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/9/1973,,50,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/10/1973,,41,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/11/1973,,46,27
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/12/1973,,52,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/13/1973,,62,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/14/1973,,72,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/15/1973,,77,50
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/16/1973,,68,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/17/1973,,45,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/18/1973,,47,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/19/1973,,55,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/20/1973,,49,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/21/1973,,54,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/22/1973,,66,50
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/23/1973,,64,43
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/24/1973,,58,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/25/1973,,64,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/26/1973,,49,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/27/1973,,55,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/28/1973,,72,53
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/29/1973,,55,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/30/1973,,55,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/1/1973,,47,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/2/1973,,41,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/3/1973,,55,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/4/1973,,65,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/5/1973,,65,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/6/1973,,64,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/7/1973,,47,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/8/1973,,43,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/9/1973,,58,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/10/1973,,49,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/11/1973,,42,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/12/1973,,41,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/13/1973,,50,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/14/1973,,53,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/15/1973,,39,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/16/1973,,34,28
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/17/1973,,31,18
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/18/1973,,25,19
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/19/1973,,27,17
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/20/1973,,55,26
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/21/1973,,57,26
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/22/1973,,31,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/23/1973,,43,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/24/1973,,35,25
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/25/1973,,40,23
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/26/1973,,56,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/27/1973,,61,49
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/28/1973,,50,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/29/1973,,48,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/30/1973,,46,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/31/1973,,40,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/1/1974,,44,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/2/1974,,34,27
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/3/1974,,34,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/4/1974,,37,26
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/5/1974,,32,23
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/6/1974,,35,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/7/1974,,40,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/8/1974,,32,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/9/1974,,26,19
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/10/1974,,31,22
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/11/1974,,37,28
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/12/1974,,32,20
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/13/1974,,26,15
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/14/1974,,32,14
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/15/1974,,41,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/16/1974,,45,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/17/1974,,43,11
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/18/1974,,23,6
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/19/1974,,44,22
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/20/1974,,33,25
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/21/1974,,53,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/22/1974,,51,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/23/1974,,59,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/24/1974,,46,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/25/1974,,52,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/26/1974,,49,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/27/1974,,69,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/28/1974,,55,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/29/1974,,50,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/30/1974,,57,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",1/31/1974,,61,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/1/1974,,40,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/2/1974,,35,22
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/3/1974,,24,20
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/4/1974,,25,13
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/5/1974,,23,11
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/6/1974,,33,15
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/7/1974,,36,25
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/8/1974,,25,21
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/9/1974,,30,14
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/10/1974,,28,12
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/11/1974,,34,23
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/12/1974,,40,19
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/13/1974,,55,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/14/1974,,43,24
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/15/1974,,34,19
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/16/1974,,39,22
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/17/1974,,44,29
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/18/1974,,40,28
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/19/1974,,55,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/20/1974,,52,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/21/1974,,50,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",2/22/1974,,66,39
